medical_behavior,cb_code,cb_name,cb_desc,consumer_info,main_cpt_code,simple_complex,cb_category,main_facility,health_category_name,icd9,icd10
M,CR004,Cancer - Breast - Chemotherapy,,,96413,Complex,Outpatient,Hospital,Cancer,174.9,C50.919
M,CR005,Biopsy - Skin,"Skin cancer refers to the growth of abnormal (malignant or cancerous) skin cells.  Skin cancer can be described as basal cell carcinoma, squamous cell carcinoma, or melanoma; the specific type of skin cancer is determined by the type of cell affected.  Basal cell carcinoma and squamous cell carcinoma are often lumped together in a category called, �non-melanoma skin cancer.�
> Basal cell carcinoma is the most common form of skin cancer.  Basal cells are found in the lowest level of skin.
> Squamous cell carcinoma is made of a squamous cells, which are flat and form the top layer of the epidermis (the outermost portion of the skin).
> Melanoma is the least common, but most serious form of skin cancer.  It forms in pigment cells found in the lower part of the epidermis.  These cells are the ones that usually give skin its color (melanocytes) and is the form of skin cancer that is most likely to spread and result in death.  

A skin biopsy is the removal of a lesion or area of skin to check for abnormal, or cancerous, cells.  A skin biopsy can be done using various methods, depending on the type, area, and size of the lesion.  Most biopsies can be performed in a healthcare provider�s office, but in certain circumstances may need to be performed in an operating room.  
> Shave biopsy � The surgeon shaves off the top layer of skin.  No stitches are needed after this type of biopsy.
> Punch biopsy � The surgeon uses a sharp, hollow tube to remove a piece of a lesion.  A medication is injected into the lesion to numb the area prior to the biopsy.  Depending on how much tissue is removed, sutures may or may not be needed.
> Excisional biopsy � The surgeon removes the entire lesion for testing.  A medication is injected into the lesion to numb the area prior to the biopsy.  Sutures are usually needed; a skin graft may also be needed if the lesion is large.  
> Incisional biopsy � The surgeon removes a section of a lesion for testing.  A medication is injected into the lesion to numb the area prior to the biopsy.  Depending on how much tissue is removed, sutures may or may not be needed.

Lesions that have been determined to be cancerous are frequently removed using a complex procedure known as �Mohs technique.�  Mohs technique is when the surgeon removes cancerous skin cells one layer at a time.  A medication is injected into the lesion to numb the area prior to the procedure.  After each layer is removed, the tissue is immediately examined under a microscope to see if any cancer cells are present.  If cancer cells are seen, another layer of skin is removed and examined.  The steps continue until the microscopic examination does not reveal any cancer cells.  The wound is then either allowed to heal on its own or closed with sutures.  Your healthcare provider may recommend a skin biopsy and/or Mohs surgery if you have changes in your skin or a lesion (such as a mole) that appears suspicious or abnormal.  
> Mohs surgery is most often used in the removal of basal cell carcinomas.  
> The main advantage to the Mohs technique is that only diseased skin is removed from a specific area, saving as much normal skin as possible.  
> The Mohs technique allows the surgeon to get to the root of the cancer, which decreases the chance of it coming back.  
> Mohs surgery is usually performed in a healthcare provider�s office, but in certain circumstances may need to be performed in an operating room.","You should contact your healthcare provider if you have symptoms of skin cancer.  Be prepared to discuss your symptoms and how long you�ve had them. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects or precautions).

What should I ask my healthcare provider before having a skin biopsy or Mohs surgery?
> What is my diagnosis and reason for the procedure?  
> Why are you recommending Mohs surgery in my case?  Are there any alternatives that are not as complex?  
> Do I need to fast before the procedure and, if so, for how long?  Is there any other special preparation for the procedure?  (If so, get clear instructions on what you need to do.)
> What are the possible complications, how will I feel after the procedure, and how will I have to modify my activity?

Make a list of your questions/concerns/symptoms and medications (including over-the-counter). Verify which medications you should take before the procedure.  
After your procedure, you should know what you had done, what medication was given (if any), and what symptoms you should report to your healthcare provider. You should also understand all home care instructions (including medications and side effects) and follow-up plans.",13132,Complex,Office,Clinic,Cancer,173.3,C44.300 
M,CR006,Biopsy - Cervix,"A cervical biopsy is the removal of a suspicious sample of the cervix to check for the presence of abnormal, or cancerous, cells.  The cervix is the lower part of the uterus (womb), where it opens into the vaginal canal.  Your healthcare provider may recommend a cervical biopsy to check for cervical cancer if you have an abnormal Pap smear or pelvic exam.  In some cases, a cervical biopsy can be done in a healthcare provider�s office; however, some need to be performed in an operating room with medication to help you relax.  The type of biopsy recommended by your healthcare provider will determine where it can be performed. 
> Colposcopy directed biopsy � This type of cervical biopsy may be done in a healthcare provider�s office.  A special microscope (colposcope) is used to examine the cervix and identify any abnormal areas.  A sample of the abnormal tissue is then removed using small forceps or a special needle.
> Cervical punch (cone) biopsy � This type of cervical biopsy is usually done in the hospital after you have been given some medication to help you relax or sleep (anesthesia).  During the procedure, a cone-shaped piece of the cervix is removed for examination under a microscope.  If all of the abnormal tissue is removed, this procedure can also be seen as a primary treatment that could get rid of all abnormal tissue.
> In most cases, a colposcopy is uncomfortable, but not painful.  When a sample is taken, you may feel a pinching feeling.  Having cramping and slight bleeding after the biopsy is common.
The costs for this care path are for a cone biopsy, performed in an outpatient facility. ","Contact your healthcare provider if you have symptoms of cervical cancer.  Be prepared to discuss your symptoms and how long you�ve had them. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms to report before your next appointment.
> After your appointment, you should know your diagnosis (if known), what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects or precautions).
> If your healthcare provider wants you to take a medication, ask if an over-the-counter product is right for you.
> If your healthcare provider prescribes a medication for you, ask for a generic version. If your doctor thinks that a generic version is not right for you, ask for a medication on the lowest available tier of your Prescription Drug List (PDL).

What should I ask my healthcare provider before having a cervical biopsy?
> What is the reason for the procedure?  What happens if I don�t go through with the procedure?
> Do I need to fast before the procedure and, if so, for how long?  Is there any other special preparation for the procedure?  (If so, get clear instructions on what you need to do.)  What kind of sedation will I have?  What are the possible side effects?
> How long do to I have to avoid douching or sexual intercourse?
> What are the possible complications, how will I feel after the procedure, and how will I have to modify my activity?  Don�t forget to make arrangements for transportation to and from the facility and for help at home.

Make a list of your questions/concerns/symptoms and medications (including over-the-counter). Verify which medications to take before the procedure.  
After your procedure, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider. You should also understand all home care instructions (including medications and side effects) and follow-up plans.",57520,Complex,Office,Hospital,Cancer,233.1,D06.9 
M,CR007,Cancer - Cervix - Hysterectomy,"Cervical cancer refers to the growth of abnormal (malignant or cancerous) cells on the cervix.  The female reproductive system has two ovaries, two fallopian tubes, and a uterus (womb).  The ovaries are where human eggs are made. The fallopian tubes provide a pathway for the eggs to travel from the ovaries to the uterus. The uterus is where a baby grows during pregnancy.  The cervix is the lower part of the uterus, where it opens into the vaginal canal.    
> Cervical cancer typically starts with cells that are not normal, but they are not yet cancerous (dysplasia). 
> If these abnormal cells are detected and destroyed early, before they become cancerous, future cervical cancer can be prevented.  Even when cervical cancer is present, when it is in its early stages, it is highly curable..  
> Most cases of cervical cancer are found in women who have not had routine Pap smears or have not had abnormal results evaluated and treated when they are discovered.  

Cervical Cancer Staging
Healthcare providers will look for spread of the cervical cancer to other areas of the body.  This process is called �staging.�  In advanced cases, cervical cancer can involve the bladder and other pelvic organs and tissues, lungs, and liver.
> Metastatic cervical cancer is cancer that started in the cervix and has spread to other organs.  
To decide what type of surgical and non-surgical treatment is ideal for a specific cervical cancer, your healthcare provider will need the following clinical information. 
> What does the cancer look like under the microscope?  
> How large is the primary cancer in the cervix?
> Has the cancer spread to the nearby lymph glands or anywhere else in the body?
> Does the patient want to have children in the future?

Cervical Cancer Surgical Treatments
The main surgery to treat cervical cancer that has already spread outside the cervix is a hysterectomy.  An abdominal hysterectomy is the removal of the uterus through an incision in the lower abdomen.  The incision can be in the lower abdomen along the bikini line (straight across or horizontal). It can also be in the area of the belly button (straight down or vertical).  The type of incision is based on the reason for the surgery, previous surgeries, and patient preference.  
> The ovaries and fallopian tubes may or may not be removed at the same time as the uterus.  
> You and your healthcare provider should discuss what alternative treatments might be available to you, especially if you hope to have children in the future.
> If you need a hysterectomy, you and your doctor should discuss whether your ovaries and fallopian tubes should also be removed.  If you have not gone through menopause and your ovaries are removed, you may need to take hormone supplements to avoid the symptoms of early menopause and bone loss. 

There are other procedures that can destroy abnormal cervical cells before they have spread beyond the cervix. These procedures may be done without affecting a woman�s ability to have children in the future.  Three examples are:
> LEEP (Loop Electrosurgical Excision Procedure), which uses an electrical probe to destroy abnormal cells
> Cryotherapy, which destroys abnormal cells by freezing them
> Laser therapy, which uses light to destroy abnormal tissue","Contact your healthcare provider if you have symptoms of cervical cancer.  Be prepared to discuss any symptoms you have and how long you�ve had them. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms to report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects or precautions).
> If your healthcare provider wants you to take a medication, ask if an over-the-counter product is right for you.
> If your healthcare provider prescribes a medication for you, ask for a generic version. If your doctor thinks that a generic version is not right for you, ask for a medication on the lowest available tier of your Prescription Drug List (PDL).

What should I ask my healthcare provider before having a hysterectomy?
> What is my diagnosis (specific type of cervical cancer) and reason for the surgery as opposed to other possible treatments?  What non-surgical alternatives are available to me?
> Are you removing all or part of my uterus?  Will I need pap smears in the future?
> Do my ovaries need to be removed?  Will I need to take hormone replacement?
> Do I need to fast before the surgery and, if so, for how long?  Is there any other special preparation for the surgery?  (If so, get clear instructions on what you need to do.)  What kind of sedation will I have? What are the possible side effects?
> What are the possible complications, how will I feel after the surgery, and how will I have to modify my activity.  Don�t forget to make arrangements for help at home.
Make a list of your questions/concerns/symptoms and medications (including over-the-counter). Verify which medications you should take before the surgery.  
After your surgery, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider. You should also understand all home care instructions (including medications and side effects) and follow-up plans.",58150,Complex,Inpatient,Hospital,Cancer,233.1,D06.9 
M,CR008,Biopsy - Colon,"A colon biopsy involves the removal of a suspicious sample of tissue or polyp from the colon to check for the presence of abnormal, or cancerous, cells.  Biopsies of the colon are usually done during a colonoscopy.  Your healthcare provider may recommend a biopsy of your colon if they see suspicious areas during a colonoscopy or you have certain symptoms or abnormal lab results (e.g., unexplained anemia, occult (not visible) blood in the stool).
> A colonoscopy is an exam of the large intestine (colon) using a thin, lighted tube with a camera on the end.  
> Screening colonoscopies are done to find colon cancer before it causes symptoms.  It can reduce your risk of getting colon cancer by removing polyps before they become cancerous.","You should contact your healthcare provider if you have symptoms of colon cancer.  Be prepared to discuss your symptoms and how long you�ve had them. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects or precautions).
> If your healthcare provider wants you to take a medication, ask if an over-the-counter product is right for you.
> If your healthcare provider prescribes a medication for you, ask for a generic version. If your doctor thinks that a generic version is not right for you, ask for a medication on the lowest available tier of your Prescription Drug List (PDL).

What should I ask my healthcare provider before having a colon biopsy?
> What is the reason for the procedure?   What happens if I don�t go through with the procedure?
> Do I need to fast before the procedure and, if so, for how long?  Is there any other special preparation for the procedure?  (If so, get clear instructions on what you need to do.)  What kind of sedation will I have? What are the possible side effects?
> What are the possible complications, how will I feel after the procedure, and how will I have to modify my activity?  Don�t forget to make arrangements for transportation to and from the facility and for help at home.

Make a list of your questions/concerns/symptoms and medications (including over-the-counter). Verify which medications you should take before the procedure.  After your procedure, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider.  You should also understand all home care instructions (including medications and side effects) and follow-up plans.",45380,Complex,Outpatient,Free Standing Surgery Center,Cancer,153.9,C18.9
M,CR009,Cancer - Colon - Partial Removal of Intestines,"Colon cancer refers to the growth of abnormal cells in the large intestine or rectum, often referred to as a malignant or cancerous tumor.  The bowel is made up of the small intestine (where most of the nutrients are absorbed), the large intestine or colon (where most of the water is reabsorbed and stool is stored), and the rectum (where stool is stored until it is eliminated from the body).  The lining of the colon and rectum are where most colon cancers begin.  The development of a cancer usually begins with the formation of a polyp, a noncancerous piece of tissue that grows out from the lining of the bowel.  
> From its initial location in the bowel, colon cancer can spread or metastasize to lymph nodes and other organs or tissues. 
> There are blood tests to look for tumor markers that can help your healthcare provider monitor your status before, during, and after treatment.  These tests are called carcinoembryonic antigen (CEA) and CA 19-9.  

Colon Cancer Staging
Healthcare providers will look for spread of the colon cancer to other areas of the body.  This process is called �staging.�  
> Metastatic colon cancer is cancer that started in the colon and has spread to other organs.  
In order to decide what type of surgical and non-surgical treatment is ideal for a specific colon cancer, your healthcare provider will need the following clinical information. 
> What does the cancer look like under the microscope?  Does the colon cancer invade outside the large intestines ducts or is it limited to the large intestines?
> How large is the primary cancer in the colon?
> Has the cancer spread to lymph glands or anywhere else in the body?

Colon Cancer Surgical Treatments
A colectomy is the removal of varying amounts of the large intestine through an incision in the abdomen.  How much of the large intestine that is removed depends on your specific circumstances.  The factors that will determine the right procedure for you include the size of the tumor; where it is located; and your age, family history, and general health.    
> If the entire large intestine is removed, it is called a total colectomy.  
> If only a part of the large intestine is removed, it is called a subtotal colectomy.
> In some cases a colectomy can be done using small medical instruments and a camera inserted into 3 or 4 small cuts in the abdomen; this is called laparoscopic, or minimally invasive, surgery.  > Laparoscopic surgery allows for a quicker recovery with less pain and scarring than open surgery. 
  
After the surgery, you will need to stay in the hospital for 3 to 7 days.  A couple of days after surgery, you will start with clear liquids and then slowly increase your diet as your bowel function returns toward normal.","You should contact your healthcare provider if you have symptoms of colon cancer.  Be prepared to discuss your symptoms and how long you�ve had them. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects or precautions).
> If your healthcare provider wants you to take a medication, ask if an over-the-counter product is right for you.
> If your healthcare provider prescribes a medication for you, ask for a generic version. If your doctor thinks that a generic version is not right for you, ask for a medication on the lowest available tier of your Prescription Drug List (PDL).

What should I ask my healthcare provider before having a colectomy?
> What is my diagnosis (specific type of colon cancer, if present) and reason for the surgery?
> Do I need to fast before the surgery and, if so, for how long?  Is there any other special preparation for the surgery?  (If so, get clear instructions on what you need to do.)  What kind of sedation will I have? What are the possible side effects?
> What are the possible complications, how will I feel after the surgery, and how will I have to modify my activity?  Don�t forget to make arrangements for help at home.
> How will my diet change after the surgery?
> How will my bowel habits change?  

Make a list of your questions/concerns/symptoms and medications (including over-the-counter). Verify which medications you should take before the surgery.  After your surgery, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider. You should also understand all home care instructions (including medications and side effects) and follow-up plans.",44140,Complex,Inpatient,Hospital,Cancer,153.9,C18.9
M,CR010,Cancer - Colon - Chemotherapy,,,96413,Complex,Outpatient,Hospital,Cancer,153.9,C18.9
M,CR011,Biopsy - Esophagus,"A biopsy of the esophagus involves the removal of a suspicious sample of tissue from the esophagus to check for the presence of abnormal, or cancerous, cells.  Your healthcare provider may recommend an upper endoscopy with a biopsy of your esophagus if you have difficulty swallowing or other symptoms that suggest esophageal cancer.      
> An upper endoscopy is an exam of the esophagus, stomach, and upper part of the small intestine using a thin, lighted tube with a camera on the end.","You should contact your healthcare provider if you have symptoms of cancer of the esophagus.  Be prepared to discuss your symptoms and how long you�ve had them. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects or precautions).
> If your healthcare provider wants you to take a medication, ask if an over-the-counter product is right for you.
> If your healthcare provider prescribes a medication for you, ask for a generic version. If your doctor thinks that a generic version is not right for you, ask for a medication on the lowest available tier of your Prescription Drug List (PDL).

What should I ask my healthcare provider before having a biopsy of my esophagus?
> What is the reason for the procedure?  What happens if I don�t go through with the procedure?
> Do I need to fast before the procedure and, if so, for how long?  Is there any other special preparation for the procedure?  (If so, get clear instructions on what you need to do.)  What kind of sedation will I have? What are the possible side effects?
> What are the possible complications,, how will I feel after the procedure, and will I have to modify my activity?  Make a list of your questions/concerns/symptoms and medications (including over-the-counter).  Verify which medications you should take before the procedure.  
After your procedure, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider. You should also understand all home care instructions (including medications and side effects) and follow-up plans. Don�t forget to make arrangements for transportation to and from the facility and help at home.",43239,Complex,Outpatient,Free Standing Surgery Center,Cancer,150.9,C15.9
M,CR013,Cancer - Esophagus - Chemotherapy,,,96413,Complex,Outpatient,Hospital,Cancer,150.9,C15.9
M,CR014,Cancer - Esophagus - Radiation,"Esophageal cancer refers to the growth of abnormal (malignant or cancerous) cells in the esophagus.  The esophagus is a tube that carries food from the mouth down to the stomach.  It is also known as the �food pipe.�  It contains muscles that move the food in one direction, from the mouth to the stomach, and help stop food from backing up into the throat and mouth (reflux).  
> Cancer of the esophagus is one of two types:  squamous cell carcinoma or adenocarcinoma.
> The cells that make up these two types of cancer look different when they are examined under a microscope.  

Esophagus Cancer Staging
Healthcare providers will look for spread of the esophagus cancer to other areas of the body.  This process is called �staging.�  In advanced cases cancer of the esophagus can involve other organs.
> Metastatic esophageal cancer is cancer that started in the esophagus and has spread to other organs.  
In order to decide what type of surgical and non-surgical treatment is ideal for a specific esophageal cancer, your healthcare provider will need the following clinical information. 
> What does the cancer look like under the microscope?  Does the cancer invade outside the esophagus?
> How large is the primary cancer in the esophagus?
> Has the cancer spread anywhere else in the body?

Esophagus Cancer Non-Surgical Treatments
Radiation therapy involves the use of various forms of radiation, or high-energy x-ray beams, to kill cancer cells in a specific area of the body.  It can be used to cure a cancer that cannot be removed by surgery or as an alternative to surgery.  It can also be used to decrease symptoms that are related to a tumor.  Radiation can also be given before surgery to make a tumor smaller, after surgery to prevent cancer from returning.  It may also be used to simply relieve symptoms of a progressive cancer.  It can be given simultaneously with chemotherapy.  Radiation therapy can be given in various ways, depending on what type of cancer you have and where it is located in your body.    
> Radiation therapy to treat esophageal cancer is usually given externally by a machine that is located outside the body.  The machine sends high energy x-ray beams to the tumor.  These beams can kill the cancer cells and result in a tumor that shrinks or even disappears.  These x-ray beams must pass through normal tissue on their way to the cancer and out of the body.  The radiation that passes through these normal organs can cause damage if the dosage is too high.  Radiation oncologists plan the treatments to minimize the amount of radiation exposure to normal organs.  The treatments must be given daily over several weeks because normal tissues don�t tolerate a large dosage given at one time. 
> Three-dimensional (3D) conformal radiation uses a beam that goes straight through the body.  The patient�s position is changed so this beam comes through from two or three different angles.  The approach is planned to allow the maximum exposure of radiation to the tumor.
> Intensity-modulated radiation therapy (IMRT) uses hundreds of angles to accomplish the same task.  It is far more expensive and is used when many angles are necessary.  This approach helps to spare an important organ that is not affected by the cancer.  In IMRT the intensity of the beam is varied to conform to the shape of the tumor. The aim is to limit damage to surrounding healthy tissues, while effectively treating the cancer.  IMRT is a valuable technique for treating a small percentage of cancerous tumors, but adds little value in the treatment of others.  IMRT may not be covered by your health plan unless certain criteria are met.  
>  The decision to administer radiation therapy will depend on the individual circumstances.
> Radiation can also be given internally by placing special radioactive source near a tumor (called brachytherapy), orally in the form of a pill or capsule that is swallowed, or infusion of a radioactive substance into a vein.","You should contact your healthcare provider if you have symptoms of cancer of the esophagus.  Be prepared to discuss your symptoms and how long you�ve had them. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects or precautions).
> If your healthcare provider wants you to take a medication, ask if an over-the-counter product is right for you.
> If your healthcare provider prescribes a medication for you, ask for a generic version. If your doctor thinks that a generic version is not right for you, ask for a medication on the lowest available tier of your Prescription Drug List (PDL).

What should I ask my healthcare provider before having radiation therapy?
> How will radiation improve my prognosis and the way I feel? 
> What specific precautions do I need to take after receiving radiation therapy?
> What are the possible complications, how will I feel after radiation therapy, and will I have to modify my activity?  Don�t forget to make arrangements for help at home.
> What type of radiation will I receive and which symptoms should I report to my healthcare provider. 
It is important you understand all home care instructions (including medications and side effects) and follow-up plans.  It is a good idea to make a list of your questions/concerns/symptoms to bring to your next appointment.",77414,Complex,Outpatient,Hospital,Cancer,150.9,C15.9
M,CR015,Biopsy - Thyroid,"A biopsy of the thyroid involves the removal of a suspicious sample of tissue from the thyroid gland to check for the presence of abnormal, or cancerous, cells.  Your healthcare provider may recommend a biopsy of your thyroid if you have an enlarged thyroid gland, a nodule on or within the gland, or other symptoms of thyroid cancer.      
> Depending on your specific circumstances, this type of biopsy may be done in the office or hospital.  
> Your neck will be hyperextended by placing a pillow under your shoulders.  A numbing medication may be used, but it is not always needed because the needle used for this type of biopsy is very small.","You should contact your healthcare provider if you have symptoms of thyroid cancer.  Be prepared to discuss your symptoms and how long you�ve had them. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects or precautions).
> If your healthcare provider wants you to take a medication, ask if an over-the-counter product is right for you.
> If your healthcare provider prescribes a medication for you, ask for a generic version. If your doctor thinks that a generic version is not right for you, ask for a medication on the lowest available tier of your Prescription Drug List (PDL).

What should I ask my healthcare provider before having a biopsy of my thyroid?
> What is the reason for the procedure?   What happens if I don�t go through with the procedure?
> Do I need to fast before the procedure and, if so, for how long?  Is there any other special preparation for the procedure?  (If so, get clear instructions on what you need to do.)  What kind of sedation will I have, if any? What are the possible side effects?
> What are the possible complications, how will I feel after the procedure, and will I have to modify my activity?  
Make a list of your questions/concerns/symptoms and medications (including over-the-counter). Verify which medications you should take before the procedure.  
After your procedure, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider. You should also understand all home care instructions (including medications and side effects) and follow-up plans. Don�t forget to make arrangements for transportation to and from the facility and help at home if needed.",60100,Complex,Outpatient,Hospital,Cancer,193,C73
M,CR016,Cancer - Thyroid Removal,"Thyroid cancer refers to the growth of abnormal (malignant or cancerous) cells in the thyroid gland.  The thyroid is a butterfly-shaped gland located in the front of your neck.  Although the hormones produced by the thyroid gland effect many organs of the body, its main function is to control the body�s metabolism (how fast sources of energy are used).  It also helps control body temperature and the level of calcium in the blood.  Cancer of the thyroid can be one of four types.  
> Papillary carcinoma, the most common thyroid cancer, usually grows very slowly and is associated with a very high cure rate.  It is typically found in women of childbearing age, but can occur in men and other age groups.
> Medullary carcinoma is cancer of the cells in the thyroid that produce a hormone to help control the level of calcium in your blood.  It tends to grow slowly, but can be difficult to treat once it spreads.  This type of thyroid cancer can be inherited. 
> Follicular carcinoma is the second most common type of thyroid cancer.  It usually grows slowly and is usually cured when diagnosed early.
> Anaplastic carcinoma is also known as giant and spindle cell cancer.  It usually occurs in older people.  This is an uncommon, but very aggressive form of cancer that generally spreads quickly.  

Thyroid Cancer Staging
Healthcare providers will look for spread of the thyroid cancer to other areas of the body.  This process is called �staging.�  
> Metastatic thyroid cancer is cancer that started in the thyroid and has spread to other organs.  
In order to decide what type of surgical and non-surgical treatment is ideal for a specific thyroid cancer, your healthcare provider will need the following clinical information. 
> What does the cancer look like under the microscope?  Does the thyroid cancer invade outside the thyroid gland or is it limited to the gland itself?
> How large is the primary cancer in the thyroid?
> Has the cancer spread to lymph glands or anywhere else in the body?

Thyroid Cancer Surgical Treatment
A thyroidectomy is the removal of the thyroid gland through an incision in the neck.  It can be done to treat thyroid cancer, an overactive thyroid, a noncancerous thyroid growth, or swelling of the thyroid.  
> You may need to take thyroid medication and iodine for a period of time prior to the surgery.  
> You may have a drain placed in your neck during surgery.  This will only remain for 1 to 2 days to get rid of excess fluid from the area.","You should contact your healthcare provider if you have symptoms of thyroid cancer.  Be prepared to discuss your symptoms and how long you�ve had them. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects or precautions).
> If your healthcare provider wants you to take a medication, ask if an over-the-counter product is right for you.
> If your healthcare provider prescribes a medication for you, ask for a generic version. If your doctor thinks that a generic version is not right for you, ask for a medication on the lowest available tier of your Prescription Drug List (PDL).

What should I ask my healthcare provider before having a thyroidectomy?
> Are there any alternatives to surgery?
> Do I need to fast before the surgery and, if so, for how long?  Is there any other special preparation for the surgery?  (If so, get clear instructions on what you need to do.)  What kind of sedation will I have? What are the possible side effects?
> What are the possible complications, how will I feel after the surgery, and how will I have to modify your activity?  Don�t forget to make arrangements for help at home.
Make a list of your questions/concerns/symptoms and medications (including over-the-counter).  Verify which medications you should take before the surgery.  
When you are discharged from the hospital, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider. You should also understand all home care instructions (including medications and side effects) and follow-up plans.",60240,Complex,Inpatient,Hospital,Cancer,193,C73
M,CR017,Cancer - Thyroid - Chemotherapy,,,96413,Complex,Outpatient,Hospital,Cancer,193,C73
